uid,accession_version,title,organism,taxid,length,source_database,updated_date,found_by_annotation_query,found_by_prk09371_query
1832564312,QJB43092.1,gas vesicle structural protein GvpA [Dolichospermum flos-aquae CCAP 1403/13F],Dolichospermum flos-aquae CCAP 1403/13F,315271,71,insd,2020/04/19,True,True
1832564313,QJB43093.1,gas vesicle structural protein GvpA [Dolichospermum flos-aquae CCAP 1403/13F],Dolichospermum flos-aquae CCAP 1403/13F,315271,71,insd,2020/04/19,True,True
1832564314,QJB43094.1,gas vesicle structural protein GvpA [Dolichospermum flos-aquae CCAP 1403/13F],Dolichospermum flos-aquae CCAP 1403/13F,315271,71,insd,2020/04/19,True,True
1832564315,QJB43095.1,gas vesicle structural protein GvpA [Dolichospermum flos-aquae CCAP 1403/13F],Dolichospermum flos-aquae CCAP 1403/13F,315271,71,insd,2020/04/19,True,True
1832564316,QJB43096.1,gas vesicle structural protein GvpA [Dolichospermum flos-aquae CCAP 1403/13F],Dolichospermum flos-aquae CCAP 1403/13F,315271,71,insd,2020/04/19,True,True
1832564317,QJB43097.1,gas vesicle structural protein GvpA [Dolichospermum flos-aquae CCAP 1403/13F],Dolichospermum flos-aquae CCAP 1403/13F,315271,71,insd,2020/04/19,True,True
1832564318,QJB43098.1,gas vesicle structural protein GvpA [Dolichospermum flos-aquae CCAP 1403/13F],Dolichospermum flos-aquae CCAP 1403/13F,315271,71,insd,2020/04/19,True,True
1832988542,WP_168569945.1,MULTISPECIES: gas vesicle structural protein GvpA [Oxynema],Oxynema,1492710,72,refseq,2023/03/22,True,True
1833100853,WP_168654214.1,"gas vesicle structural protein GvpA, partial [Dolichospermum sp. UHCC 0406]",Dolichospermum sp. UHCC 0406,2590017,70,refseq,2023/03/22,True,True
1836906598,WP_169262979.1,MULTISPECIES: gas vesicle structural protein GvpA [Brasilonema],Brasilonema,383614,72,refseq,2023/03/22,True,True
1838613942,WP_169617606.1,gas vesicle structural protein GvpA [Nodosilinea sp. P-1105],Nodosilinea sp. P-1105,2546229,72,refseq,2023/03/22,True,True
1844866137,WP_171572203.1,gas vesicle structural protein GvpA [Leptolyngbya sp. Cla-17],Leptolyngbya sp. Cla-17,2803751,72,refseq,2023/03/22,True,True
1845892993,QKD81256.1,gas vesicle structural protein GvpA [Thermoleptolyngbya sichuanensis A183],Thermoleptolyngbya sichuanensis A183,2737172,72,insd,2023/07/07,True,True
1866000721,CAC5341517.1,Gas vesicle structural protein A [Planktothrix rubescens CCAP 1459/22],Planktothrix rubescens CCAP 1459/22,329571,72,insd,2026/02/14,True,True
1866000722,CAC5341519.1,Gas vesicle structural protein A [Planktothrix rubescens CCAP 1459/22],Planktothrix rubescens CCAP 1459/22,329571,72,insd,2026/02/14,True,True
1866000723,CAC5341520.1,Gas vesicle structural protein A [Planktothrix rubescens CCAP 1459/22],Planktothrix rubescens CCAP 1459/22,329571,72,insd,2026/02/14,True,True
1866640831,QLE40801.1,gas vesicle structural protein GvpA [Nostoc sp. C052],Nostoc sp. C052,2576902,73,insd,2020/07/08,True,True
1866643867,QLE43837.1,gas vesicle structural protein GvpA [Nostoc sp. C052],Nostoc sp. C052,2576902,71,insd,2020/07/08,True,True
1866643868,QLE43838.1,gas vesicle structural protein GvpA [Nostoc sp. C052],Nostoc sp. C052,2576902,71,insd,2020/07/08,True,True
1866643879,QLE43849.1,gas vesicle structural protein GvpA [Nostoc sp. C052],Nostoc sp. C052,2576902,71,insd,2020/07/08,True,True
1866649121,QLE49082.1,gas vesicle structural protein GvpA [Nostoc sp. C057],Nostoc sp. C057,2576903,73,insd,2020/07/08,True,True
1893856293,QNH59348.1,MAG: gas vesicle structural protein GvpA [Limnospira indica BM01],Limnospira indica BM01,2760438,72,insd,2022/02/02,True,True
1893856294,QNH59349.1,MAG: gas vesicle structural protein GvpA [Limnospira indica BM01],Limnospira indica BM01,2760438,72,insd,2022/02/02,True,True
1899443089,QNP30518.1,gas vesicle structural protein GvpA [Cylindrospermopsis curvispora GIHE-G1],Cylindrospermopsis curvispora GIHE-G1,2666332,71,insd,2020/09/06,True,True
1899443090,QNP30519.1,gas vesicle structural protein GvpA [Cylindrospermopsis curvispora GIHE-G1],Cylindrospermopsis curvispora GIHE-G1,2666332,71,insd,2020/09/06,True,True
1899443091,QNP30520.1,gas vesicle structural protein GvpA [Cylindrospermopsis curvispora GIHE-G1],Cylindrospermopsis curvispora GIHE-G1,2666332,71,insd,2020/09/06,True,True
1899443092,QNP30521.1,gas vesicle structural protein GvpA [Cylindrospermopsis curvispora GIHE-G1],Cylindrospermopsis curvispora GIHE-G1,2666332,71,insd,2020/09/06,True,True
1904263903,GFZ93948.1,hypothetical protein CYANOKiyG1_04560 [Okeania sp. KiyG1],Okeania sp. KiyG1,2720165,95,insd,2023/08/25,False,True
1904263905,GFZ93959.1,hypothetical protein CYANOKiyG1_04580 [Okeania sp. KiyG1],Okeania sp. KiyG1,2720165,90,insd,2023/08/25,False,True
1909486022,WP_190377542.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Leptolyngbya],unclassified Leptolyngbya,2650499,72,refseq,2024/06/02,True,True
1909497307,WP_190387978.1,MULTISPECIES: gas vesicle structural protein GvpA [Aphanizomenon],Aphanizomenon,1175,71,refseq,2023/03/22,True,True
1909545198,WP_190432663.1,MULTISPECIES: gas vesicle structural protein GvpA [Trichocoleus],Trichocoleus,450526,72,refseq,2024/06/02,True,True
1909577401,WP_190463961.1,MULTISPECIES: gas vesicle structural protein GvpA [Oscillatoriophycideae],Oscillatoriophycideae,1301283,72,refseq,2025/01/29,True,True
1909578346,WP_190464766.1,MULTISPECIES: gas vesicle structural protein GvpA [Oscillatoriophycideae],Oscillatoriophycideae,1301283,72,refseq,2025/01/29,True,True
1909597050,WP_190483017.1,gas vesicle structural protein GvpA [Pseudanabaena sp. FACHB-2040],Pseudanabaena sp. FACHB-2040,2692859,72,refseq,2023/03/22,True,True
1909618802,WP_190503885.1,MULTISPECIES: gas vesicle structural protein GvpA [Cyanophyceae],Cyanophyceae,3028117,72,refseq,2023/03/22,True,True
1909669757,WP_190553740.1,MULTISPECIES: gas vesicle structural protein GvpA [Trichocoleus],Trichocoleus,450526,72,refseq,2023/07/09,True,True
1909692489,WP_190575773.1,MULTISPECIES: gas vesicle structural protein GvpA [Alkalinema],Alkalinema,1620700,72,refseq,2025/06/07,True,True
1909745954,WP_190627385.1,MULTISPECIES: gas vesicle structural protein GvpA [Cyanophyceae],Cyanophyceae,3028117,72,refseq,2023/03/22,True,True
1909762567,WP_190643620.1,MULTISPECIES: gas vesicle structural protein GvpA [Cyanophyceae],Cyanophyceae,3028117,72,refseq,2023/10/06,True,True
1909898643,WP_190774558.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Leptolyngbya],unclassified Leptolyngbya,2650499,72,refseq,2023/03/22,True,True
1909899903,WP_190775818.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Leptolyngbya],unclassified Leptolyngbya,2650499,72,refseq,2023/03/22,True,True
1909930366,WP_190804824.1,MULTISPECIES: gas vesicle structural protein GvpA [Cyanophyceae],Cyanophyceae,3028117,72,refseq,2023/03/22,True,True
1909959489,WP_190828481.1,gas vesicle structural protein GvpA [Iningainema tapete],Iningainema tapete,2806730,72,refseq,2023/03/22,True,True
1928347625,WP_193875962.1,gas vesicle structural protein GvpA [Oculatella sp. LEGE 06141],Oculatella sp. LEGE 06141,1828648,72,refseq,2023/03/23,True,True
1928369933,WP_193897365.1,gas vesicle structural protein GvpA [Dolichospermum sp. LEGE 00240],Dolichospermum sp. LEGE 00240,1828603,71,refseq,2023/03/23,True,True
1928435188,WP_193955741.1,gas vesicle structural protein GvpA [Microcystis aeruginosa],Microcystis aeruginosa,1126,71,refseq,2023/03/23,True,True
1928439125,WP_193959329.1,gas vesicle structural protein GvpA [Microcystis sp. LEGE 08355],Microcystis sp. LEGE 08355,1828687,71,refseq,2023/03/23,True,True
1928444241,WP_193963479.1,MULTISPECIES: gas vesicle structural protein GvpA [unclassified Nodosilinea],unclassified Nodosilinea,2628167,72,refseq,2023/10/21,True,True
1928463256,WP_193980327.1,MULTISPECIES: gas vesicle structural protein GvpA [Floridanema],Floridanema,3396149,71,refseq,2025/01/30,True,True
1928545467,WP_194056176.1,"gas vesicle structural protein GvpA, partial [Sphaerospermopsis sp. LEGE 08334]",Sphaerospermopsis sp. LEGE 08334,1828651,68,refseq,2023/03/23,True,True
1928545469,WP_194056178.1,gas vesicle structural protein GvpA [Sphaerospermopsis sp. LEGE 08334],Sphaerospermopsis sp. LEGE 08334,1828651,71,refseq,2023/03/23,True,True
1928840605,QOV23458.1,gas vesicle structural protein GvpA [Anabaenopsis elenkinii CCIBt3563],Anabaenopsis elenkinii CCIBt3563,2779889,71,insd,2021/08/09,True,True
1928840606,QOV23459.1,gas vesicle structural protein GvpA [Anabaenopsis elenkinii CCIBt3563],Anabaenopsis elenkinii CCIBt3563,2779889,71,insd,2021/08/09,True,True
1945393085,WP_197992829.1,"gas vesicle structural protein GvpA, partial [Trichormus variabilis]",Trichormus variabilis,264691,60,refseq,2023/03/23,True,True
1949999191,QQE66432.1,gas vesicle protein GvpA [Leptolyngbya sp. BL0902],Leptolyngbya sp. BL0902,1115757,72,insd,2020/12/26,True,True
1951981607,GBO51976.1,Gas vesicle structural protein [Pseudanabaena sp. lw0831],Pseudanabaena sp. lw0831,1357935,75,insd,2023/08/04,False,True
1957594935,WP_200989004.1,gas vesicle structural protein GvpA [Anabaenopsis elenkinii],Anabaenopsis elenkinii,156213,71,refseq,2023/03/23,True,True
1958456319,WP_201320714.1,gas vesicle structural protein GvpA [Pseudanabaena sp. lw0831],Pseudanabaena sp. lw0831,1357935,75,refseq,2023/03/23,True,True
1959018947,QQW31697.1,gas vesicle structural protein GvpA [Arthrospira sp. PCC 9108],Arthrospira sp. PCC 9108,147317,72,insd,2022/12/08,True,True
1959018948,QQW31698.1,gas vesicle structural protein GvpA [Arthrospira sp. PCC 9108],Arthrospira sp. PCC 9108,147317,72,insd,2022/12/08,True,True
1959018949,QQW31699.1,gas vesicle structural protein GvpA [Arthrospira sp. PCC 9108],Arthrospira sp. PCC 9108,147317,72,insd,2022/12/08,True,True
1965605803,WP_202218625.1,gas vesicle structural protein GvpA [Okeania sp. KiyG1],Okeania sp. KiyG1,2720165,90,refseq,2023/03/23,True,True
1987634994,WP_204152466.1,gas vesicle structural protein GvpA [Leptolyngbya sp. CCY15150],Leptolyngbya sp. CCY15150,2767772,71,refseq,2023/03/23,True,True
2004355004,QSV53785.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355005,QSV53786.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355006,QSV53787.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355007,QSV53788.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355008,QSV53789.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355009,QSV53790.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355010,QSV53791.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355011,QSV53792.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004355012,QSV53793.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. UKL201],Dolichospermum sp. UKL201,2717876,71,insd,2021/03/12,True,True
2004363595,QSV57704.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,69,insd,2021/03/12,True,True
2004363596,QSV57705.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363597,QSV57706.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363598,QSV57707.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363599,QSV57708.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363600,QSV57709.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363601,QSV57710.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363602,QSV57711.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363603,QSV57712.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004363604,QSV57713.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. LBC05a],Dolichospermum sp. LBC05a,2717873,71,insd,2021/03/12,True,True
2004372015,QSV64460.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372016,QSV64461.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372017,QSV64462.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372018,QSV64463.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372019,QSV64464.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372020,QSV64465.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372021,QSV64466.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372022,QSV64467.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372023,QSV64468.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004372024,QSV64469.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DL01],Dolichospermum sp. DL01,2717871,71,insd,2021/05/21,True,True
2004377017,QSV67445.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae DEX188],Aphanizomenon flos-aquae DEX188,2717882,71,insd,2021/03/12,True,True
2004377018,QSV67446.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae DEX188],Aphanizomenon flos-aquae DEX188,2717882,71,insd,2021/03/12,True,True
2004377019,QSV67447.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae DEX188],Aphanizomenon flos-aquae DEX188,2717882,71,insd,2021/03/12,True,True
2004377020,QSV67448.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae DEX188],Aphanizomenon flos-aquae DEX188,2717882,71,insd,2021/03/12,True,True
2004377021,QSV67449.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae DEX188],Aphanizomenon flos-aquae DEX188,2717882,71,insd,2021/03/12,True,True
2004377022,QSV67450.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae DEX188],Aphanizomenon flos-aquae DEX188,2717882,71,insd,2021/03/12,True,True
2004377023,QSV67451.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae DEX188],Aphanizomenon flos-aquae DEX188,2717882,71,insd,2021/03/12,True,True
2004384683,QSV73201.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2004384684,QSV73202.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2004384685,QSV73203.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2004384686,QSV73204.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2004384687,QSV73205.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2004384688,QSV73206.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2004384689,QSV73207.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2004384690,QSV73208.1,MAG: gas vesicle structural protein GvpA [Aphanizomenon flos-aquae KM1D3_PB],Aphanizomenon flos-aquae KM1D3_PB,2723857,71,insd,2021/05/21,True,True
2006281229,QSX67268.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2006281230,QSX67269.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2006281231,QSX67270.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2006281232,QSX67271.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2006281233,QSX67272.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2006281234,QSX67273.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2006281235,QSX67274.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2006281236,QSX67275.1,MAG: gas vesicle structural protein GvpA [Dolichospermum sp. DET69],Dolichospermum sp. DET69,2529119,71,insd,2021/03/15,True,True
2036879370,CAD0230966.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2021/05/07,True,True
2036879371,CAD0230967.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2021/05/07,True,True
2041081114,BCU10453.1,gas vesicle structural protein [Microcystis aeruginosa],Microcystis aeruginosa,1126,71,insd,2021/05/18,True,True
2059365533,QXE22739.1,gas vesicle structural protein 1 [Richelia sinica FACHB-800],Richelia sinica FACHB-800,1357546,71,insd,2021/06/29,False,True
2059365534,QXE22740.1,gas vesicle structural protein 1 [Richelia sinica FACHB-800],Richelia sinica FACHB-800,1357546,71,insd,2021/06/29,False,True
2059365535,QXE22741.1,gas vesicle structural protein 1 [Richelia sinica FACHB-800],Richelia sinica FACHB-800,1357546,71,insd,2021/06/29,False,True
2080649845,QYX32583.1,gas vesicle structural protein GvpA [Sphaerospermopsis torques-reginae ITEP-024],Sphaerospermopsis torques-reginae ITEP-024,984208,71,insd,2022/06/07,True,True
2080649846,QYX32584.1,gas vesicle structural protein GvpA [Sphaerospermopsis torques-reginae ITEP-024],Sphaerospermopsis torques-reginae ITEP-024,984208,71,insd,2022/06/07,True,True
2080649847,QYX32585.1,gas vesicle structural protein GvpA [Sphaerospermopsis torques-reginae ITEP-024],Sphaerospermopsis torques-reginae ITEP-024,984208,71,insd,2022/06/07,True,True
2090371267,QZZ23719.1,gas vesicle structural protein GvpA [Leptothermofonsia sichuanensis E412],Leptothermofonsia sichuanensis E412,2016068,72,insd,2023/07/07,True,True
2098454334,UBF25234.1,gas vesicle structural protein GvpA [Kovacikia minuta CCNUW1],Kovacikia minuta CCNUW1,2653194,72,insd,2021/09/22,True,True
2103886590,WP_224341338.1,gas vesicle structural protein GvpA [Kovacikia minuta],Kovacikia minuta,2931930,72,refseq,2023/03/23,True,True
2164481592,UGS07379.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FACHB-905 = DIANCHI905],Microcystis aeruginosa FACHB-905 = DIANCHI905,267865,71,insd,2021/12/16,True,True
2164481593,UGS07380.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FACHB-905 = DIANCHI905],Microcystis aeruginosa FACHB-905 = DIANCHI905,267865,71,insd,2021/12/16,True,True
2164485615,UGS11402.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FACHB-905 = DIANCHI905],Microcystis aeruginosa FACHB-905 = DIANCHI905,267865,71,insd,2021/12/16,True,True
2173478469,UIE36189.1,gas vesicle structural protein GvpA [Leptodesmis sichuanensis A121],Leptodesmis sichuanensis A121,2835870,72,insd,2023/07/07,True,True
2181479393,WP_235277851.1,gas vesicle structural protein GvpA [Synechococcus sp. Nb3U1],Synechococcus sp. Nb3U1,1914529,72,refseq,2023/03/23,True,True
2182681293,UJL33739.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii Cr2010],Cylindrospermopsis raciborskii Cr2010,2108055,71,insd,2022/01/24,True,True
2182681294,UJL33740.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii Cr2010],Cylindrospermopsis raciborskii Cr2010,2108055,71,insd,2022/01/24,True,True
2182681295,UJL33741.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii Cr2010],Cylindrospermopsis raciborskii Cr2010,2108055,71,insd,2022/01/24,True,True
2182681296,UJL33742.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii Cr2010],Cylindrospermopsis raciborskii Cr2010,2108055,71,insd,2022/01/24,True,True
2182681297,UJL33743.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii Cr2010],Cylindrospermopsis raciborskii Cr2010,2108055,71,insd,2022/01/24,True,True
2183942498,UJS05989.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii KLL07],Cylindrospermopsis raciborskii KLL07,683357,71,insd,2022/01/27,True,True
2183942499,UJS05990.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii KLL07],Cylindrospermopsis raciborskii KLL07,683357,71,insd,2022/01/27,True,True
2183942500,UJS05991.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii KLL07],Cylindrospermopsis raciborskii KLL07,683357,71,insd,2022/01/27,True,True
2183942501,UJS05992.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii KLL07],Cylindrospermopsis raciborskii KLL07,683357,71,insd,2022/01/27,True,True
2183942502,UJS05993.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii KLL07],Cylindrospermopsis raciborskii KLL07,683357,71,insd,2022/01/27,True,True
2190707838,UKO95985.1,gas vesicle structural protein GvpA [Nostoc sp. UHCC 0870],Nostoc sp. UHCC 0870,2914041,71,insd,2022/02/08,True,True
2190712063,UKP00211.1,gas vesicle structural protein GvpA [Nostoc sp. UHCC 0870],Nostoc sp. UHCC 0870,2914041,71,insd,2022/02/08,True,True
2190712064,UKP00212.1,gas vesicle structural protein GvpA [Nostoc sp. UHCC 0870],Nostoc sp. UHCC 0870,2914041,71,insd,2022/02/08,True,True
2198500573,ULP28905.1,gas vesicle structural protein GvpA [Leptolyngbya boryana IU 594],Leptolyngbya boryana IU 594,462680,72,insd,2022/02/23,True,True
2261140371,CAD5926884.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261140373,CAD5926917.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261140375,CAD5926951.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261140377,CAD5926986.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261146120,CAD5945651.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261146121,CAD5945655.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261149769,CAD5935148.1,Gas vesicle structural protein [Planktothrix rubescens],Planktothrix rubescens,59512,72,insd,2022/06/29,True,True
2261149770,CAD5935169.1,Gas vesicle structural protein [Planktothrix rubescens],Planktothrix rubescens,59512,72,insd,2022/06/29,True,True
2261154193,CAD5932433.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261154194,CAD5932456.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261154195,CAD5932467.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261160487,CAD5959729.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,53,insd,2022/06/29,True,False
2261160488,CAD5959744.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261163404,CAD5926182.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261163406,CAD5926215.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261163408,CAD5926239.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261163409,CAD5926256.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261163413,CAD5926320.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261163414,CAD5926328.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261169382,CAD5929429.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261169383,CAD5929444.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261169384,CAD5929460.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261169388,CAD5929524.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
2261169389,CAD5929540.1,Gas vesicle structural protein [Planktothrix agardhii],Planktothrix agardhii,1160,72,insd,2022/06/29,True,True
